"seq_number","Site","Bio_repA.x","Bio_repB.x","Bio_repC.x","Bio_repA.y","Bio_repB.y","Bio_repC.y","max_Occupancy_prob","sum.taxonomy"
"merged_fishcard_12S_all_elas_1","LTGO_1.2",NA,2,2,NA,2,2,0.954357499103526,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica"
"merged_fishcard_12S_all_elas_1","LTGO_5",1,1,3,1,1,3,0.996589595447068,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica"
"merged_fishcard_12S_all_elas_1","LCZA",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica"
"merged_fishcard_12S_all_elas_1","LTGP",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica"
"merged_fishcard_12S_all_elas_10","Ford_Pt",1,3,1,1,3,1,0.991579046783193,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","China_Camp",3,3,1,3,3,1,0.996566118830643,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","Southeast_Anchorage",1,NA,1,1,NA,1,0.862586756436794,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","Coches",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","Forney",2,3,3,2,3,3,0.991391671912587,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","Emerald_Bay",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","Little_Harbor",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","Bechers",2,1,1,2,1,1,0.966292439746026,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","R_Beach",3,3,2,3,3,2,0.996461986171956,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","PTDS",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","PIDB",3,2,3,3,2,3,0.996345164735595,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","LTGO_1.2",1,2,2,1,2,2,0.964621158731243,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","LTGO_5",3,NA,3,3,NA,3,0.988883509087558,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","LCZA",3,2,2,3,2,2,0.991238473371791,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_10","LTGP",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_100","PIDB",1,1,2,1,1,2,0.953410155016338,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum"
"merged_fishcard_12S_all_elas_101","LCZA",NA,2,NA,NA,2,NA,0.931204242237339,""
"merged_fishcard_12S_all_elas_101","Ben_Weston",NA,1,2,NA,1,2,0.948053587342423,""
"merged_fishcard_12S_all_elas_105","Emerald_Bay",3,1,3,3,1,3,0.996282478362208,"Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax mordax"
"merged_fishcard_12S_all_elas_107","Santa_Monica",2,NA,NA,2,NA,NA,0.937297302502905,""
"merged_fishcard_12S_all_elas_107","Sandy_Point",1,2,NA,1,2,NA,0.951507667746369,""
"merged_fishcard_12S_all_elas_107","Cuylers_Harbor",NA,NA,2,NA,NA,2,0.937121608251869,""
"merged_fishcard_12S_all_elas_107","Emerald_Bay",2,NA,1,2,NA,1,0.952050799332653,""
"merged_fishcard_12S_all_elas_11","Coches",NA,3,NA,NA,3,NA,0.99115210350872,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus"
"merged_fishcard_12S_all_elas_11","Emerald_Bay",2,3,3,2,3,3,0.991391671912587,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus"
"merged_fishcard_12S_all_elas_11","Little_Harbor",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus"
"merged_fishcard_12S_all_elas_11","PTDS",3,1,2,3,1,2,0.995506957440414,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus"
"merged_fishcard_12S_all_elas_11","LCZA",3,NA,NA,3,NA,NA,0.991144401987966,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus"
"merged_fishcard_12S_all_elas_11","LTGP",3,2,1,3,2,1,0.995434837543985,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus"
"merged_fishcard_12S_all_elas_111","R_Beach",3,3,3,3,3,3,0.996217086510444,""
"merged_fishcard_12S_all_elas_113","Sandy_Point",NA,2,NA,NA,2,NA,0.931204242237339,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Micrometrus;Micrometrus aurora"
"merged_fishcard_12S_all_elas_113","Cuylers_Harbor",1,3,1,1,3,1,0.991579046783193,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Micrometrus;Micrometrus aurora"
"merged_fishcard_12S_all_elas_114","Christy",2,2,NA,2,2,NA,0.956598606662821,""
"merged_fishcard_12S_all_elas_114","Soledad",2,2,2,2,2,2,0.964911756680512,""
"merged_fishcard_12S_all_elas_114","Bechers",1,3,1,1,3,1,0.991579046783193,""
"merged_fishcard_12S_all_elas_114","Ben_Weston",NA,2,2,NA,2,2,0.954357499103526,""
"merged_fishcard_12S_all_elas_116","Little_Harbor",NA,3,NA,NA,3,NA,0.99115210350872,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum"
"merged_fishcard_12S_all_elas_116","R_Beach",2,3,2,2,3,2,0.993625943222208,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum"
"merged_fishcard_12S_all_elas_116","PTDS",2,NA,NA,2,NA,NA,0.937297302502905,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum"
"merged_fishcard_12S_all_elas_116","LTGP",3,2,1,3,2,1,0.995434837543985,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum"
"merged_fishcard_12S_all_elas_117","Sandy_Point",2,2,1,2,2,1,0.959373928027695,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;Gibbonsia montereyensis"
"merged_fishcard_12S_all_elas_117","China_Camp",1,2,1,1,2,1,0.959754112903952,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;Gibbonsia montereyensis"
"merged_fishcard_12S_all_elas_130","Little_Harbor",NA,NA,2,NA,NA,2,0.937121608251869,""
"merged_fishcard_12S_all_elas_132","R_Beach",3,1,3,3,1,3,0.996282478362208,""
"merged_fishcard_12S_all_elas_132","Santa_Claus",2,1,NA,2,1,NA,0.944314005496223,""
"merged_fishcard_12S_all_elas_133","Emerald_Bay",3,1,1,3,1,1,0.98838829760873,"Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi"
"merged_fishcard_12S_all_elas_134","Santa_Claus",NA,NA,2,NA,NA,2,0.937121608251869,"Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Ophidion;Ophidion scrippsae"
"merged_fishcard_12S_all_elas_136","Sandy_Point",NA,2,NA,NA,2,NA,0.931204242237339,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Brachyistius;Brachyistius frenatus"
"merged_fishcard_12S_all_elas_136","Coches",2,NA,NA,2,NA,NA,0.937297302502905,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Brachyistius;Brachyistius frenatus"
"merged_fishcard_12S_all_elas_139","PTDS",NA,NA,2,NA,NA,2,0.937121608251869,"Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea"
"merged_fishcard_12S_all_elas_14","Christy",3,2,3,3,2,3,0.996345164735595,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_14","Water_Canyon",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_14","Soledad",2,3,3,2,3,3,0.991391671912587,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_14","Coches",NA,1,2,NA,1,2,0.948053587342423,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_14","Forney",NA,2,NA,NA,2,NA,0.931204242237339,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_14","Cuylers_Harbor",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_14","Little_Harbor",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_14","Dangermond",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_14","R_Beach",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_14","Santa_Claus",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_14","Emerald_Bay",NA,NA,3,NA,NA,3,0.988098289179893,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_14","PIDB",1,2,2,1,2,2,0.964621158731243,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_14","LTGP",3,2,2,3,2,2,0.991238473371791,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_14","PTDS",NA,2,NA,NA,2,NA,0.931204242237339,"Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata"
"merged_fishcard_12S_all_elas_141","Little_Harbor",1,1,2,1,1,2,0.953410155016338,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_141","Emerald_Bay",1,NA,3,1,NA,3,0.986289005079231,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_142","Little_Harbor",2,1,NA,2,1,NA,0.944314005496223,"Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii"
"merged_fishcard_12S_all_elas_142","PTDS",3,NA,NA,3,NA,NA,0.991144401987966,"Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii"
"merged_fishcard_12S_all_elas_143","Santa_Monica",1,NA,3,1,NA,3,0.986289005079231,""
"merged_fishcard_12S_all_elas_143","Water_Canyon",2,1,2,2,1,2,0.961167818951414,""
"merged_fishcard_12S_all_elas_143","Ford_Pt",NA,2,NA,NA,2,NA,0.931204242237339,""
"merged_fishcard_12S_all_elas_145","Sandy_Point",1,2,NA,1,2,NA,0.951507667746369,"Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus"
"merged_fishcard_12S_all_elas_145","R_Beach",NA,NA,3,NA,NA,3,0.988098289179893,"Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus"
"merged_fishcard_12S_all_elas_148","PTDS",2,NA,NA,2,NA,NA,0.937297302502905,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Mycteroperca;Mycteroperca xenarcha"
"merged_fishcard_12S_all_elas_149","Bechers",1,2,1,1,2,1,0.959754112903952,"Eukaryota;Chordata;Actinopteri;Perciformes;Stichaeidae;Cebidichthys;Cebidichthys violaceus"
"merged_fishcard_12S_all_elas_15","Cuylers_Harbor",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_15","Dangermond",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_15","R_Beach",3,2,1,3,2,1,0.995434837543985,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_15","Santa_Claus",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_15","PIDB",3,2,3,3,2,3,0.996345164735595,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_15","PTDS",2,2,2,2,2,2,0.964911756680512,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_15","LCZA",3,3,2,3,3,2,0.996461986171956,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_15","LTGP",2,3,2,2,3,2,0.993625943222208,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_155","Coches",NA,1,2,NA,1,2,0.948053587342423,"Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Xystreurys;Xystreurys liolepis"
"merged_fishcard_12S_all_elas_157","PTDS",NA,2,2,NA,2,2,0.954357499103526,"Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius productus"
"merged_fishcard_12S_all_elas_159","Emerald_Bay",2,NA,NA,2,NA,NA,0.937297302502905,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax"
"merged_fishcard_12S_all_elas_16","Dangermond",3,3,3,3,3,3,0.996217086510444,""
"merged_fishcard_12S_all_elas_16","R_Beach",3,2,2,3,2,2,0.991238473371791,""
"merged_fishcard_12S_all_elas_16","Santa_Claus",3,3,3,3,3,3,0.996217086510444,""
"merged_fishcard_12S_all_elas_161","Forney",NA,NA,2,NA,NA,2,0.937121608251869,"Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Syngnathus;Syngnathus leptorhynchus"
"merged_fishcard_12S_all_elas_162","Little_Harbor",3,NA,NA,3,NA,NA,0.991144401987966,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus"
"merged_fishcard_12S_all_elas_163","Coches",2,NA,NA,2,NA,NA,0.937297302502905,"Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;"
"merged_fishcard_12S_all_elas_165","Emerald_Bay",NA,1,2,NA,1,2,0.948053587342423,"Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaenodes;Scorpaenodes xyris"
"merged_fishcard_12S_all_elas_17","Water_Canyon",3,2,3,3,2,3,0.996345164735595,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","Ford_Pt",NA,3,NA,NA,3,NA,0.99115210350872,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","Soledad",1,3,2,1,3,2,0.995400305025871,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","China_Camp",2,3,1,2,3,1,0.995114034614546,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","Southeast_Anchorage",1,NA,1,1,NA,1,0.862586756436794,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","Coches",2,NA,3,2,NA,3,0.994179902902111,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","Forney",NA,1,2,NA,1,2,0.948053587342423,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","Cuylers_Harbor",2,2,NA,2,2,NA,0.956598606662821,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","Emerald_Bay",3,NA,2,3,NA,2,0.993959563512638,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","Bechers",2,3,3,2,3,3,0.991391671912587,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","Little_Harbor",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","Dangermond",1,2,2,1,2,2,0.964621158731243,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","R_Beach",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","PTDS",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","PIDB",3,2,1,3,2,1,0.995434837543985,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","LTGO_5",1,1,2,1,1,2,0.953410155016338,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","LCZA",3,3,2,3,3,2,0.996461986171956,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","LTGP",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_17","Ben_Weston",2,3,3,2,3,3,0.991391671912587,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;"
"merged_fishcard_12S_all_elas_176","PIDB",NA,2,NA,NA,2,NA,0.931204242237339,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax"
"merged_fishcard_12S_all_elas_18","Santa_Monica",1,2,1,1,2,1,0.959754112903952,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_18","Coches",NA,2,NA,NA,2,NA,0.931204242237339,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_18","Cuylers_Harbor",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_18","Dangermond",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_18","R_Beach",2,3,2,2,3,2,0.993625943222208,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_18","Santa_Claus",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_18","PTDS",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_18","PIDB",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_18","LCZA",3,3,2,3,3,2,0.996461986171956,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_18","LTGP",3,3,3,3,3,3,0.996217086510444,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_182","Ben_Weston",1,2,2,1,2,2,0.964621158731243,"Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis"
"merged_fishcard_12S_all_elas_185","Sandy_Point",2,NA,NA,2,NA,NA,0.937297302502905,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca lateralis"
"merged_fishcard_12S_all_elas_19","Santa_Monica",2,2,3,2,2,3,0.996348935231083,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus"
"merged_fishcard_12S_all_elas_19","Little_Harbor",NA,NA,3,NA,NA,3,0.988098289179893,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus"
"merged_fishcard_12S_all_elas_19","Dangermond",2,1,3,2,1,3,0.994092391910767,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus"
