"","Species","Site","e_index","sd_e_index","mean_seine_count","sd_seine_count","matching","matching2","eDNA_Presence_tot","nps_Presence_tot","eDNA_detect","Seine_detect"
"12","Amphistichus argenteus","R_Beach",1,1,2.5,1.73205080756888,"Both.Detected","Matching",1.32208412711388,133.083333333333,"eDNA.Detected","Seine.Detected"
"13","Amphistichus argenteus","Sandy_Point",0,0,4.66666666666667,4.04145188432738,"Seine.Detected.Only","Seine.Detected.Only",1.32208412711388,133.083333333333,"eDNA.Detected","Seine.Detected"
"14","Amphistichus argenteus","Santa_Claus",0,0,4.75,3.5,"Seine.Detected.Only","Seine.Detected.Only",1.32208412711388,133.083333333333,"eDNA.Detected","Seine.Detected"
"15","Amphistichus argenteus","Santa_Monica",0,0,1,0,"Seine.Detected.Only","Seine.Detected.Only",1.32208412711388,133.083333333333,"eDNA.Detected","Seine.Detected"
"16","Amphistichus argenteus","Soledad",0,0,19.5,19.485036994234,"Seine.Detected.Only","Seine.Detected.Only",1.32208412711388,133.083333333333,"eDNA.Detected","Seine.Detected"
"17","Amphistichus argenteus","Southeast_Anchorage",0,0,2,1,"Seine.Detected.Only","Seine.Detected.Only",1.32208412711388,133.083333333333,"eDNA.Detected","Seine.Detected"
"18","Amphistichus argenteus","Water_Canyon",0,0,13.5,8.2663978450915,"Seine.Detected.Only","Seine.Detected.Only",1.32208412711388,133.083333333333,"eDNA.Detected","Seine.Detected"
"19","Anisotremus davidsonii","Bechers",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"20","Anisotremus davidsonii","Ben_Weston",0.0736040057071247,0.0736040057071247,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"21","Anisotremus davidsonii","China_Camp",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"22","Anisotremus davidsonii","Christy",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"23","Anisotremus davidsonii","Coches",0.185560226115766,0.185560226115766,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"24","Anisotremus davidsonii","Cuylers_Harbor",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"25","Anisotremus davidsonii","Dangermond",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"26","Anisotremus davidsonii","Emerald_Bay",0.130323198143189,0.130323198143189,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"27","Anisotremus davidsonii","Ford_Pt",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"28","Anisotremus davidsonii","Forney",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"29","Anisotremus davidsonii","Little_Harbor",1,1,5,3.60555127546399,"Both.Detected","Matching",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"30","Anisotremus davidsonii","R_Beach",0.0564814527459229,0.0564814527459229,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"31","Anisotremus davidsonii","Sandy_Point",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"32","Anisotremus davidsonii","Santa_Claus",0.133442267913541,0.133442267913541,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"33","Anisotremus davidsonii","Santa_Monica",0.012988210133205,0.012988210133205,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"34","Anisotremus davidsonii","Soledad",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"35","Anisotremus davidsonii","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"36","Anisotremus davidsonii","Water_Canyon",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5,"eDNA.Detected","Seine.Detected"
"37","Atherinops affinis","Bechers",0.264858901310231,0.264858901310231,15,0,"Both.Detected","Matching",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"38","Atherinops affinis","Ben_Weston",0.647833975772442,0.647833975772442,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"39","Atherinops affinis","China_Camp",0.175922739396974,0.175922739396974,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"40","Atherinops affinis","Christy",0.655875912179652,0.655875912179652,14,14.142135623731,"Both.Detected","Matching",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"41","Atherinops affinis","Coches",0.735882635180205,0.735882635180205,8.5,2.51661147842358,"Both.Detected","Matching",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"42","Atherinops affinis","Cuylers_Harbor",0.572953592323558,0.572953592323558,1.5,0.707106781186548,"Both.Detected","Matching",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"43","Atherinops affinis","Dangermond",0.109638478662335,0.109638478662335,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"44","Atherinops affinis","Emerald_Bay",0.4349838550365,0.4349838550365,3.5,2.12132034355964,"Both.Detected","Matching",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"45","Atherinops affinis","Ford_Pt",0.339170898328944,0.339170898328944,2.33333333333333,1.15470053837925,"Both.Detected","Matching",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"46","Atherinops affinis","Forney",0.0402005823339393,0.0402005823339393,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"47","Atherinops affinis","Little_Harbor",0.506463601123747,0.506463601123747,23.75,11.4709778717132,"Both.Detected","Matching",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"48","Atherinops affinis","R_Beach",0.290437764793462,0.290437764793462,1,0,"Both.Detected","Matching",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"49","Atherinops affinis","Sandy_Point",0.561057595808774,0.561057595808774,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"50","Atherinops affinis","Santa_Claus",0.265038624472596,0.265038624472596,1.33333333333333,0.577350269189626,"Both.Detected","Matching",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"51","Atherinops affinis","Santa_Monica",1,1,4.33333333333333,4.93288286231625,"Both.Detected","Matching",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"52","Atherinops affinis","Soledad",0.148835519294742,0.148835519294742,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"53","Atherinops affinis","Southeast_Anchorage",0.0670079394144849,0.0670079394144849,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"54","Atherinops affinis","Water_Canyon",0.137157938031915,0.137157938031915,2.5,0.707106781186548,"Both.Detected","Matching",6.9533205534645,77.75,"eDNA.Detected","Seine.Detected"
"55","Citharichthys stigmaeus","Bechers",0.51336930397105,0.51336930397105,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"56","Citharichthys stigmaeus","Ben_Weston",0,0,0,0,"Both.Missed","Matching",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"57","Citharichthys stigmaeus","China_Camp",0,0,0,0,"Both.Missed","Matching",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"58","Citharichthys stigmaeus","Christy",0.70699687249336,0.70699687249336,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"59","Citharichthys stigmaeus","Coches",0.512383691332153,0.512383691332153,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"60","Citharichthys stigmaeus","Cuylers_Harbor",0.381839141322574,0.381839141322574,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"61","Citharichthys stigmaeus","Dangermond",0.740646929553281,0.740646929553281,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"62","Citharichthys stigmaeus","Emerald_Bay",0,0,0,0,"Both.Missed","Matching",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"63","Citharichthys stigmaeus","Ford_Pt",0.143284484682331,0.143284484682331,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"64","Citharichthys stigmaeus","Forney",0.105770992917838,0.105770992917838,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"65","Citharichthys stigmaeus","Little_Harbor",0,0,0,0,"Both.Missed","Matching",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"66","Citharichthys stigmaeus","R_Beach",0.152293330437853,0.152293330437853,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"67","Citharichthys stigmaeus","Sandy_Point",0.476418657677983,0.476418657677983,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"68","Citharichthys stigmaeus","Santa_Claus",0.103223894926821,0.103223894926821,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"69","Citharichthys stigmaeus","Santa_Monica",0,0,0,0,"Both.Missed","Matching",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"70","Citharichthys stigmaeus","Soledad",0.0155638296688673,0.0155638296688673,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"71","Citharichthys stigmaeus","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"72","Citharichthys stigmaeus","Water_Canyon",1,1,1,0,"Both.Detected","Matching",4.85179112898411,1,"eDNA.Detected","Seine.Detected"
"73","Cymatogaster aggregata","Bechers",0.390899968852957,0.390899968852957,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"74","Cymatogaster aggregata","Ben_Weston",0,0,0,0,"Both.Missed","Matching",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"75","Cymatogaster aggregata","China_Camp",0.269456700610913,0.269456700610913,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"76","Cymatogaster aggregata","Christy",0.0691139077923554,0.0691139077923554,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"77","Cymatogaster aggregata","Coches",0.123358741141925,0.123358741141925,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"78","Cymatogaster aggregata","Cuylers_Harbor",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"79","Cymatogaster aggregata","Dangermond",0.00553586166590898,0.00553586166590898,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"80","Cymatogaster aggregata","Emerald_Bay",0.228474501314649,0.228474501314649,2,0,"Both.Detected","Matching",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"81","Cymatogaster aggregata","Ford_Pt",0,0,0,0,"Both.Missed","Matching",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"82","Cymatogaster aggregata","Forney",0,0,0,0,"Both.Missed","Matching",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"83","Cymatogaster aggregata","Little_Harbor",0,0,0,0,"Both.Missed","Matching",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"84","Cymatogaster aggregata","R_Beach",0,0,0,0,"Both.Missed","Matching",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"85","Cymatogaster aggregata","Sandy_Point",0,0,0,0,"Both.Missed","Matching",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"86","Cymatogaster aggregata","Santa_Claus",0,0,0,0,"Both.Missed","Matching",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"87","Cymatogaster aggregata","Santa_Monica",0,0,0,0,"Both.Missed","Matching",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"88","Cymatogaster aggregata","Soledad",0,0,0,0,"Both.Missed","Matching",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"89","Cymatogaster aggregata","Southeast_Anchorage",0.096122593234684,0.096122593234684,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"90","Cymatogaster aggregata","Water_Canyon",0.632766159784609,0.632766159784609,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.815728434398,2,"eDNA.Detected","Seine.Detected"
"91","Embiotoca jacksoni","Bechers",0.378732052991077,0.378732052991077,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"92","Embiotoca jacksoni","Ben_Weston",0,0,0,0,"Both.Missed","Matching",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"93","Embiotoca jacksoni","China_Camp",0.338749896290889,0.338749896290889,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"94","Embiotoca jacksoni","Christy",0.0272830619245933,0.0272830619245933,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"95","Embiotoca jacksoni","Coches",0.179885732421078,0.179885732421078,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"96","Embiotoca jacksoni","Cuylers_Harbor",0.166452576994328,0.166452576994328,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"97","Embiotoca jacksoni","Dangermond",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"98","Embiotoca jacksoni","Emerald_Bay",0,0,0,0,"Both.Missed","Matching",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"99","Embiotoca jacksoni","Ford_Pt",0.50304651831267,0.50304651831267,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"100","Embiotoca jacksoni","Forney",0.337390400543301,0.337390400543301,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"101","Embiotoca jacksoni","Little_Harbor",0.227087409150804,0.227087409150804,1,0,"Both.Detected","Matching",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"102","Embiotoca jacksoni","R_Beach",0.423582384059415,0.423582384059415,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"103","Embiotoca jacksoni","Sandy_Point",0.0236799205141912,0.0236799205141912,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"104","Embiotoca jacksoni","Santa_Claus",0.411127264843631,0.411127264843631,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"105","Embiotoca jacksoni","Santa_Monica",0,0,1,0,"Seine.Detected.Only","Seine.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"106","Embiotoca jacksoni","Soledad",0.681687402525097,0.681687402525097,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"107","Embiotoca jacksoni","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"108","Embiotoca jacksoni","Water_Canyon",0.28651932513354,0.28651932513354,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.98522394570462,2,"eDNA.Detected","Seine.Detected"
"109","Engraulis mordax","Bechers",0.119065625320373,0.119065625320373,1,0,"Both.Detected","Matching",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"110","Engraulis mordax","Ben_Weston",0.141154619401238,0.141154619401238,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"111","Engraulis mordax","China_Camp",0.0487674284145835,0.0487674284145835,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"112","Engraulis mordax","Christy",0.446910138229269,0.446910138229269,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"113","Engraulis mordax","Coches",0.591087283541153,0.591087283541153,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"114","Engraulis mordax","Cuylers_Harbor",0.380179529226265,0.380179529226265,1,0,"Both.Detected","Matching",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"115","Engraulis mordax","Dangermond",0.107422935724698,0.107422935724698,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"116","Engraulis mordax","Emerald_Bay",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"117","Engraulis mordax","Ford_Pt",0.303833118962705,0.303833118962705,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"118","Engraulis mordax","Forney",0.936897117735952,0.936897117735952,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"119","Engraulis mordax","Little_Harbor",0.133966436398456,0.133966436398456,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"120","Engraulis mordax","R_Beach",0.586063708369453,0.586063708369453,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"121","Engraulis mordax","Sandy_Point",0,0,0,0,"Both.Missed","Matching",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"122","Engraulis mordax","Santa_Claus",0.459696133798542,0.459696133798542,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"123","Engraulis mordax","Santa_Monica",0,0,0,0,"Both.Missed","Matching",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"124","Engraulis mordax","Soledad",0.278945405426048,0.278945405426048,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"125","Engraulis mordax","Southeast_Anchorage",0.494144609408511,0.494144609408511,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"126","Engraulis mordax","Water_Canyon",0.0649245318183943,0.0649245318183943,2,0,"Both.Detected","Matching",6.09305862177564,4,"eDNA.Detected","Seine.Detected"
"127","Heterostichus rostratus","Bechers",0.383270466445886,0.383270466445886,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"128","Heterostichus rostratus","Ben_Weston",0.302300626943302,0.302300626943302,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"129","Heterostichus rostratus","China_Camp",0.846562438433948,0.846562438433948,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"130","Heterostichus rostratus","Christy",0.264524186310872,0.264524186310872,1,0,"Both.Detected","Matching",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"131","Heterostichus rostratus","Coches",0.44101075500325,0.44101075500325,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"132","Heterostichus rostratus","Cuylers_Harbor",0.290517055475749,0.290517055475749,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"133","Heterostichus rostratus","Dangermond",0.395671488819374,0.395671488819374,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"134","Heterostichus rostratus","Emerald_Bay",0.20624961948169,0.20624961948169,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"135","Heterostichus rostratus","Ford_Pt",0.294935849276407,0.294935849276407,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"136","Heterostichus rostratus","Forney",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"137","Heterostichus rostratus","Little_Harbor",0.946480422908057,0.946480422908057,4,4.24264068711928,"Both.Detected","Matching",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"138","Heterostichus rostratus","R_Beach",0.688542662942062,0.688542662942062,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"139","Heterostichus rostratus","Sandy_Point",0.434452556557285,0.434452556557285,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"140","Heterostichus rostratus","Santa_Claus",0.557567138677245,0.557567138677245,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"141","Heterostichus rostratus","Santa_Monica",0.0715055412524252,0.0715055412524252,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"142","Heterostichus rostratus","Soledad",0.324969939953443,0.324969939953443,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"143","Heterostichus rostratus","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"144","Heterostichus rostratus","Water_Canyon",0.530698596252112,0.530698596252112,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.97925934473311,5,"eDNA.Detected","Seine.Detected"
"145","Leuresthes tenuis","Bechers",0.142603089230794,0.142603089230794,7.33333333333333,10.1159939369957,"Both.Detected","Matching",4.22980321986738,15.8333333333333,"eDNA.Detected","Seine.Detected"
"146","Leuresthes tenuis","Ben_Weston",0.476179673377214,0.476179673377214,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.22980321986738,15.8333333333333,"eDNA.Detected","Seine.Detected"
"147","Leuresthes tenuis","China_Camp",0,0,0,0,"Both.Missed","Matching",4.22980321986738,15.8333333333333,"eDNA.Detected","Seine.Detected"
"148","Leuresthes tenuis","Christy",0.878074959618808,0.878074959618808,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.22980321986738,15.8333333333333,"eDNA.Detected","Seine.Detected"
"149","Leuresthes tenuis","Coches",0.3609094042738,0.3609094042738,1,0,"Both.Detected","Matching",4.22980321986738,15.8333333333333,"eDNA.Detected","Seine.Detected"
"150","Leuresthes tenuis","Cuylers_Harbor",0.0785659585154662,0.0785659585154662,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.22980321986738,15.8333333333333,"eDNA.Detected","Seine.Detected"
"151","Leuresthes tenuis","Dangermond",0.353387248051603,0.353387248051603,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.22980321986738,15.8333333333333,"eDNA.Detected","Seine.Detected"
"152","Leuresthes tenuis","Emerald_Bay",0.121192556790399,0.121192556790399,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.22980321986738,15.8333333333333,"eDNA.Detected","Seine.Detected"
"153","Leuresthes tenuis","Ford_Pt",0,0,0,0,"Both.Missed","Matching",4.22980321986738,15.8333333333333,"eDNA.Detected","Seine.Detected"
"154","Leuresthes tenuis","Forney",0.314769236773506,0.314769236773506,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.22980321986738,15.8333333333333,"eDNA.Detected","Seine.Detected"
"155","Leuresthes tenuis","Little_Harbor",0.0395812332996777,0.0395812332996777,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.22980321986738,15.8333333333333,"eDNA.Detected","Seine.Detected"
"156","Leuresthes tenuis","R_Beach",0.0801828268156243,0.0801828268156243,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.22980321986738,15.8333333333333,"eDNA.Detected","Seine.Detected"
"157","Leuresthes tenuis","Sandy_Point",0,0,0,0,"Both.Missed","Matching",4.22980321986738,15.8333333333333,"eDNA.Detected","Seine.Detected"
