Geog_sort,Location,Site,Site_Code,Month,Day,Year,Investigator,Time_Start,Time_End,Tide_Height,Tide_Type,Time_high_tide,Time_low_tide,Collection_Method,Seine_Size_feet,Shore_distance_meters,Haul_number,Sample_number,Entered_as,Subclass,Family,Species,Common_Name,SP_Code,Count,Total_Length_mm,Standard_Length_mm,Wet_Body_Weight_g,Sex,Gut_Collected,Isotope_Sample,Notes
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
15,Santa_Catalina_Island,Little_Harbor,LH,10,19,2018,NA,1645,1730,high,rising,1900,NA,Seine,50,20,4,NA,Topsmelt,Actinopterygii,Atherinopsidae,Atherinops_affinis,Topsmelt,ATAF,1,NA,NA,NA,ND,No,No,none_measured
NA,Point_Concepcion,Dangermond,DP,11,2,2018,Schroeder_Page_Puerzer_Miller_Doheny_Schooler,900,1030,NA,NA,NA,NA,Seine,50,NA,4,2012,Barred_surfperch,Actinopterygii,Embiotocidae,Amphistichus_argenteus,Barred_surfperch,AMAR,1,249,199,NA,M,yes,yes,alongshore_seine
NA,Point_Concepcion,Dangermond,DP,11,2,2018,Schroeder_Page_Puerzer_Miller_Doheny_Schooler,900,1030,NA,NA,NA,NA,Seine,50,NA,4,2003,Barred_surfperch,Actinopterygii,Embiotocidae,Amphistichus_argenteus,Barred_surfperch,AMAR,1,97,76,NA,ND,yes,yes,alongshore_seine_whole_fish
NA,Point_Concepcion,Dangermond,DP,11,2,2018,Schroeder_Page_Puerzer_Miller_Doheny_Schooler,900,1030,NA,NA,NA,NA,Seine,50,NA,4,2002,Barred_surfperch,Actinopterygii,Embiotocidae,Amphistichus_argenteus,Barred_surfperch,AMAR,1,92,72,NA,ND,yes,yes,alongshore_seine_whole_fish
NA,Point_Concepcion,Dangermond,DP,11,2,2018,Schroeder_Page_Puerzer_Miller_Doheny_Schooler,900,1030,NA,NA,NA,NA,Seine,50,NA,4,2001,Barred_surfperch,Actinopterygii,Embiotocidae,Amphistichus_argenteus,Barred_surfperch,AMAR,1,118,93,NA,ND,yes,yes,alongshore_seine_whole_fish
NA,Point_Concepcion,Dangermond,DP,11,2,2018,Schroeder_Page_Puerzer_Miller_Doheny_Schooler,900,1030,NA,NA,NA,NA,Seine,50,NA,4,2000,Barred_surfperch,Actinopterygii,Embiotocidae,Amphistichus_argenteus,Barred_surfperch,AMAR,1,99,77,NA,ND,yes,yes,alongshore_seine_whole_fish
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1587,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,54,44,NA,ND,no,no,yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1586,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,51,40,NA,ND,no,no,yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1585,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,48,38,NA,ND,no,no,yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1584,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,47,38,NA,ND,no,no,yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1583,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,62,52,NA,ND,no,no,yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1582,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,58,48,NA,ND,no,no,yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1581,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,55,45,NA,ND,no,no,yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1580,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,54,44,NA,ND,no,no,yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1579,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,48,39,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1579,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,52,43,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1578,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,53,43,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1578,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,57,46,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1577,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,45,36,NA,ND,no,no,duplicates_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1577,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,63,51,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1576,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,51,42,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1576,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,53,45,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1575,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,62,50,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1575,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,63,52,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1574,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,59,49,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1574,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,64,54,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1573,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,60,48,NA,ND,no,no,A_lot_of_beat_up_tails_on_yellowfin_croakers_duplicate_numbers
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1573,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,66,54,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1572,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,56,47,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1572,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,64,53,NA,ND,no,no,A_lot_of_beat_up_tails_on_yellowfin_croakers_duplicate_numbers
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1571,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,58,48,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1571,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,68,57,NA,ND,no,no,A_lot_of_beat_up_tails_on_yellowfin_croakers_duplicate_numbers
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1570,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,61,51,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1570,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,67,55,NA,ND,no,no,A_lot_of_beat_up_tails_on_yellowfin_croakers_duplicate_numbers
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1569,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,61,50,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1569,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,88,76,NA,ND,no,no,A_lot_of_beat_up_tails_on_yellowfin_croakers_duplicate_numbers
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1568,Queenfish,Actinopterygii,Sciaenidae,Seriphus_politus,Queenfish,SEPO,1,75,62,NA,ND,no,no,duplicates_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1568,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,79,65,NA,ND,no,no,A_lot_of_beat_up_tails_on_yellowfin_croakers_duplicate_numbers
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1567,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,73,60,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1567,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,77,64,NA,ND,no,no,A_lot_of_beat_up_tails_on_yellowfin_croakers_duplicate_numbers
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1566,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,65,54,NA,ND,no,no,A_lot_of_beat_up_tails_on_yellowfin_croakers_duplicate_numbers
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1566,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,71,58,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1565,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,60,49,NA,ND,no,no,A_lot_of_beat_up_tails_on_yellowfin_croakers_duplicate_numbers
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1565,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,70,59,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1564,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,69,58,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1564,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,82,68,NA,ND,no,no,A_lot_of_beat_up_tails_on_yellowfin_croakers_duplicate_numbers
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1563,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,62,51,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1563,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,64,53,NA,ND,no,no,A_lot_of_beat_up_tails_on_yellowfin_croakers_duplicate_numbers
13,Santa_Catalina_Island,Emerald_Bay,EB,10,21,2018,NA,1100,1200,NA,NA,NA,NA,Seine,50,12,4,1562,Yellowfin_croaker,Actinopterygii,Sciaenidae,Umbrina_roncador,Yellowfin_Croaker,UMRO,1,48,39,NA,ND,no,no,duplicate_numbers_yellowfin_croaker_tails_beat_up_use_standard_length_for_weight_estimation
