"","Species","Site","e_index","sd_e_index","mean_seine_count","sd_seine_count","matching","matching2","eDNA_Presence_tot","nps_Presence_tot","eDNA_detect","Seine_detect"
"53","Micrometrus minimus","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",3.64718048858701,19.5,"eDNA.Detected","Seine.Detected"
"54","Micrometrus minimus","Water_Canyon",0.0209846546109263,0.0209846546109263,1,0,"Both.Detected","Matching",3.64718048858701,19.5,"eDNA.Detected","Seine.Detected"
"55","Menticirrhus undulatus","Bechers",0.899857689565595,0.899857689565595,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"56","Menticirrhus undulatus","Ben_Weston",0.159365701779368,0.159365701779368,1.66666666666667,1.15470053837925,"Both.Detected","Matching",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"57","Menticirrhus undulatus","China_Camp",0,0,0,0,"Both.Missed","Matching",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"58","Menticirrhus undulatus","Christy",0.317642464729838,0.317642464729838,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"59","Menticirrhus undulatus","Coches",0,0,0,0,"Both.Missed","Matching",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"60","Menticirrhus undulatus","Cuylers_Harbor",0,0,0,0,"Both.Missed","Matching",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"61","Menticirrhus undulatus","Dangermond",0.183363414660908,0.183363414660908,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"62","Menticirrhus undulatus","Emerald_Bay",0,0,0,0,"Both.Missed","Matching",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"63","Menticirrhus undulatus","Ford_Pt",0,0,0,0,"Both.Missed","Matching",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"64","Menticirrhus undulatus","Forney",0,0,0,0,"Both.Missed","Matching",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"65","Menticirrhus undulatus","Little_Harbor",0.0430389953134063,0.0430389953134063,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"66","Menticirrhus undulatus","R_Beach",0.442319121500734,0.442319121500734,3.66666666666667,2.3094010767585,"Both.Detected","Matching",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"67","Menticirrhus undulatus","Sandy_Point",0,0,0,0,"Both.Missed","Matching",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"68","Menticirrhus undulatus","Santa_Claus",0.758366108072896,0.758366108072896,3.33333333333333,0.577350269189626,"Both.Detected","Matching",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"69","Menticirrhus undulatus","Santa_Monica",1,1,16.75,16.4595463687997,"Both.Detected","Matching",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"70","Menticirrhus undulatus","Soledad",0,0,0,0,"Both.Missed","Matching",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"71","Menticirrhus undulatus","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"72","Menticirrhus undulatus","Water_Canyon",0.287351308165389,0.287351308165389,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.09130480378813,25.4166666666667,"eDNA.Detected","Seine.Detected"
"73","Atherinops affinis","Bechers",0.90602931896524,0.90602931896524,15,0,"Both.Detected","Matching",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"74","Atherinops affinis","Ben_Weston",0.532624616420831,0.532624616420831,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"75","Atherinops affinis","China_Camp",0.121464256463438,0.121464256463438,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"76","Atherinops affinis","Christy",0.687875089890665,0.687875089890665,14,14.142135623731,"Both.Detected","Matching",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"77","Atherinops affinis","Coches",0.593690240330928,0.593690240330928,8.5,2.51661147842358,"Both.Detected","Matching",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"78","Atherinops affinis","Cuylers_Harbor",0.489569507153902,0.489569507153902,1.5,0.707106781186548,"Both.Detected","Matching",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"79","Atherinops affinis","Dangermond",0.193545824011775,0.193545824011775,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"80","Atherinops affinis","Emerald_Bay",0.354106219991525,0.354106219991525,3.5,2.12132034355964,"Both.Detected","Matching",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"81","Atherinops affinis","Ford_Pt",0.013783239256284,0.013783239256284,2.33333333333333,1.15470053837925,"Both.Detected","Matching",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"82","Atherinops affinis","Forney",0.0808282012415655,0.0808282012415655,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"83","Atherinops affinis","Little_Harbor",0.447958666560131,0.447958666560131,23.75,11.4709778717132,"Both.Detected","Matching",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"84","Atherinops affinis","R_Beach",0.28891530318141,0.28891530318141,1,0,"Both.Detected","Matching",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"85","Atherinops affinis","Sandy_Point",0.551357332064733,0.551357332064733,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"86","Atherinops affinis","Santa_Claus",0.455610697380885,0.455610697380885,1.33333333333333,0.577350269189626,"Both.Detected","Matching",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"87","Atherinops affinis","Santa_Monica",1,1,4.33333333333333,4.93288286231625,"Both.Detected","Matching",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"88","Atherinops affinis","Soledad",0.0858058047579631,0.0858058047579631,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"89","Atherinops affinis","Southeast_Anchorage",0.801628125761268,0.801628125761268,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"90","Atherinops affinis","Water_Canyon",0.348945879846468,0.348945879846468,2.5,0.707106781186548,"Both.Detected","Matching",7.95373832327901,77.75,"eDNA.Detected","Seine.Detected"
"91","Leuresthes tenuis","Bechers",0.130753892336569,0.130753892336569,7.33333333333333,10.1159939369957,"Both.Detected","Matching",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"92","Leuresthes tenuis","Ben_Weston",0.428811970592848,0.428811970592848,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"93","Leuresthes tenuis","China_Camp",0,0,0,0,"Both.Missed","Matching",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"94","Leuresthes tenuis","Christy",0.954175077024968,0.954175077024968,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"95","Leuresthes tenuis","Coches",0.310271303457405,0.310271303457405,1,0,"Both.Detected","Matching",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"96","Leuresthes tenuis","Cuylers_Harbor",0.0704085682168807,0.0704085682168807,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"97","Leuresthes tenuis","Dangermond",0.435091003694048,0.435091003694048,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"98","Leuresthes tenuis","Emerald_Bay",0.125619854120832,0.125619854120832,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"99","Leuresthes tenuis","Ford_Pt",0,0,0,0,"Both.Missed","Matching",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"100","Leuresthes tenuis","Forney",0.302843406531032,0.302843406531032,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"101","Leuresthes tenuis","Little_Harbor",0.0378969505470754,0.0378969505470754,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"102","Leuresthes tenuis","R_Beach",0.0822413404969309,0.0822413404969309,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"103","Leuresthes tenuis","Sandy_Point",0,0,0,0,"Both.Missed","Matching",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"104","Leuresthes tenuis","Santa_Claus",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"105","Leuresthes tenuis","Santa_Monica",0.00588975660915181,0.00588975660915181,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"106","Leuresthes tenuis","Soledad",0.0452342648452193,0.0452342648452193,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"107","Leuresthes tenuis","Southeast_Anchorage",0,0,1,0,"Seine.Detected.Only","Seine.Detected.Only",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"108","Leuresthes tenuis","Water_Canyon",0.353046229232837,0.353046229232837,6.5,6.36396103067893,"Both.Detected","Matching",4.2822836177058,15.8333333333333,"eDNA.Detected","Seine.Detected"
"109","Heterostichus rostratus","Bechers",0.315931484797855,0.315931484797855,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"110","Heterostichus rostratus","Ben_Weston",0.280555650903839,0.280555650903839,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"111","Heterostichus rostratus","China_Camp",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"112","Heterostichus rostratus","Christy",0,0,1,0,"Seine.Detected.Only","Seine.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"113","Heterostichus rostratus","Coches",0.335281065251498,0.335281065251498,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"114","Heterostichus rostratus","Cuylers_Harbor",0.252631533938669,0.252631533938669,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"115","Heterostichus rostratus","Dangermond",0.311898142557227,0.311898142557227,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"116","Heterostichus rostratus","Emerald_Bay",0.208116278678714,0.208116278678714,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"117","Heterostichus rostratus","Ford_Pt",0.561498531494468,0.561498531494468,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"118","Heterostichus rostratus","Forney",0.989043163995447,0.989043163995447,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"119","Heterostichus rostratus","Little_Harbor",0.935366855926808,0.935366855926808,4,4.24264068711928,"Both.Detected","Matching",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"120","Heterostichus rostratus","R_Beach",0.687274138147926,0.687274138147926,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"121","Heterostichus rostratus","Sandy_Point",0.382211392345416,0.382211392345416,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"122","Heterostichus rostratus","Santa_Claus",0.545452428419674,0.545452428419674,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"123","Heterostichus rostratus","Santa_Monica",0.0714618853784428,0.0714618853784428,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"124","Heterostichus rostratus","Soledad",0.319833293875147,0.319833293875147,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"125","Heterostichus rostratus","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"126","Heterostichus rostratus","Water_Canyon",0.506022847599054,0.506022847599054,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,5,"eDNA.Detected","Seine.Detected"
"127","Sardinops sagax","Bechers",0.0537051177526833,0.0537051177526833,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"128","Sardinops sagax","Ben_Weston",0.0306002758978662,0.0306002758978662,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"129","Sardinops sagax","China_Camp",0,0,0,0,"Both.Missed","Matching",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"130","Sardinops sagax","Christy",0,0,0,0,"Both.Missed","Matching",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"131","Sardinops sagax","Coches",0.0462884737948222,0.0462884737948222,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"132","Sardinops sagax","Cuylers_Harbor",0.191671742048981,0.191671742048981,7,0,"Both.Detected","Matching",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"133","Sardinops sagax","Dangermond",0.145455915398813,0.145455915398813,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"134","Sardinops sagax","Emerald_Bay",0.0490956017414838,0.0490956017414838,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"135","Sardinops sagax","Ford_Pt",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"136","Sardinops sagax","Forney",0.146289205663126,0.146289205663126,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"137","Sardinops sagax","Little_Harbor",0,0,0,0,"Both.Missed","Matching",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"138","Sardinops sagax","R_Beach",0.0779609314315934,0.0779609314315934,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"139","Sardinops sagax","Sandy_Point",0,0,0,0,"Both.Missed","Matching",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"140","Sardinops sagax","Santa_Claus",0.318842628701709,0.318842628701709,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"141","Sardinops sagax","Santa_Monica",0.253003201520405,0.253003201520405,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"142","Sardinops sagax","Soledad",0,0,0,0,"Both.Missed","Matching",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"143","Sardinops sagax","Southeast_Anchorage",0.188279727534938,0.188279727534938,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"144","Sardinops sagax","Water_Canyon",0.0298282322451754,0.0298282322451754,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.5310210537316,7,"eDNA.Detected","Seine.Detected"
"145","Engraulis mordax","Bechers",0.118872952128563,0.118872952128563,1,0,"Both.Detected","Matching",6.3461358580438,4,"eDNA.Detected","Seine.Detected"
"146","Engraulis mordax","Ben_Weston",0.143531203311552,0.143531203311552,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,4,"eDNA.Detected","Seine.Detected"
"147","Engraulis mordax","China_Camp",0.201818762588001,0.201818762588001,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,4,"eDNA.Detected","Seine.Detected"
"148","Engraulis mordax","Christy",0.481370275740934,0.481370275740934,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,4,"eDNA.Detected","Seine.Detected"
"149","Engraulis mordax","Coches",0.664992264609233,0.664992264609233,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,4,"eDNA.Detected","Seine.Detected"
"150","Engraulis mordax","Cuylers_Harbor",0.365653287572586,0.365653287572586,1,0,"Both.Detected","Matching",6.3461358580438,4,"eDNA.Detected","Seine.Detected"
"151","Engraulis mordax","Dangermond",0.229221530291417,0.229221530291417,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,4,"eDNA.Detected","Seine.Detected"
"152","Engraulis mordax","Emerald_Bay",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,4,"eDNA.Detected","Seine.Detected"
"153","Engraulis mordax","Ford_Pt",0,0,0,0,"Both.Missed","Matching",6.3461358580438,4,"eDNA.Detected","Seine.Detected"
"154","Engraulis mordax","Forney",0.957266606853846,0.957266606853846,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,4,"eDNA.Detected","Seine.Detected"
"155","Engraulis mordax","Little_Harbor",0.117603000613909,0.117603000613909,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,4,"eDNA.Detected","Seine.Detected"
"156","Engraulis mordax","R_Beach",0.707424622771039,0.707424622771039,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,4,"eDNA.Detected","Seine.Detected"
"157","Engraulis mordax","Sandy_Point",0,0,0,0,"Both.Missed","Matching",6.3461358580438,4,"eDNA.Detected","Seine.Detected"
