"","Species","Site","e_index","sd_e_index","mean_bruv_count","sd_bruv_count","matching","matching2","eDNA_Presence_tot","nps_Presence_tot","eDNA_detect","BRUV_detect"
"42","Menticirrhus undulatus","Cuylers_Harbor",0,0,0,0,"Both.Missed","Matching",4.09130480378813,2,"eDNA.Detected","BRUV.Detected"
"43","Menticirrhus undulatus","Dangermond",0.183363414660908,0.183363414660908,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.09130480378813,2,"eDNA.Detected","BRUV.Detected"
"44","Menticirrhus undulatus","Emerald_Bay",0,0,0,0,"Both.Missed","Matching",4.09130480378813,2,"eDNA.Detected","BRUV.Detected"
"45","Menticirrhus undulatus","Ford_Pt",0,0,0,0,"Both.Missed","Matching",4.09130480378813,2,"eDNA.Detected","BRUV.Detected"
"46","Menticirrhus undulatus","Forney",0,0,0,0,"Both.Missed","Matching",4.09130480378813,2,"eDNA.Detected","BRUV.Detected"
"47","Menticirrhus undulatus","Little_Harbor",0.0430389953134063,0.0430389953134063,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.09130480378813,2,"eDNA.Detected","BRUV.Detected"
"48","Menticirrhus undulatus","R_Beach",0.442319121500734,0.442319121500734,1,0,"Both.Detected","Matching",4.09130480378813,2,"eDNA.Detected","BRUV.Detected"
"49","Menticirrhus undulatus","Sandy_Point",0,0,0,0,"Both.Missed","Matching",4.09130480378813,2,"eDNA.Detected","BRUV.Detected"
"50","Menticirrhus undulatus","Santa_Claus",0.758366108072896,0.758366108072896,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.09130480378813,2,"eDNA.Detected","BRUV.Detected"
"51","Menticirrhus undulatus","Santa_Monica",1,1,1,0,"Both.Detected","Matching",4.09130480378813,2,"eDNA.Detected","BRUV.Detected"
"52","Menticirrhus undulatus","Soledad",0,0,0,0,"Both.Missed","Matching",4.09130480378813,2,"eDNA.Detected","BRUV.Detected"
"53","Menticirrhus undulatus","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",4.09130480378813,2,"eDNA.Detected","BRUV.Detected"
"54","Menticirrhus undulatus","Water_Canyon",0.287351308165389,0.287351308165389,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.09130480378813,2,"eDNA.Detected","BRUV.Detected"
"55","Atherinops affinis","Bechers",0.90602931896524,0.90602931896524,2.5,2.12132034355964,"Both.Detected","Matching",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"56","Atherinops affinis","Ben_Weston",0.532624616420831,0.532624616420831,8.5,4.94974746830583,"Both.Detected","Matching",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"57","Atherinops affinis","China_Camp",0.121464256463438,0.121464256463438,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"58","Atherinops affinis","Christy",0.687875089890665,0.687875089890665,86.5,108.187337521542,"Both.Detected","Matching",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"59","Atherinops affinis","Coches",0.593690240330928,0.593690240330928,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"60","Atherinops affinis","Cuylers_Harbor",0.489569507153902,0.489569507153902,5,2.64575131106459,"Both.Detected","Matching",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"61","Atherinops affinis","Dangermond",0.193545824011775,0.193545824011775,4,0,"Both.Detected","Matching",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"62","Atherinops affinis","Emerald_Bay",0.354106219991525,0.354106219991525,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"63","Atherinops affinis","Ford_Pt",0.013783239256284,0.013783239256284,3.33333333333333,1.52752523165195,"Both.Detected","Matching",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"64","Atherinops affinis","Forney",0.0808282012415655,0.0808282012415655,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"65","Atherinops affinis","Little_Harbor",0.447958666560131,0.447958666560131,40.6666666666667,68.7046820335655,"Both.Detected","Matching",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"66","Atherinops affinis","R_Beach",0.28891530318141,0.28891530318141,1,0,"Both.Detected","Matching",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"67","Atherinops affinis","Sandy_Point",0.551357332064733,0.551357332064733,2,0,"Both.Detected","Matching",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"68","Atherinops affinis","Santa_Claus",0.455610697380885,0.455610697380885,6.33333333333333,5.03322295684717,"Both.Detected","Matching",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"69","Atherinops affinis","Santa_Monica",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"70","Atherinops affinis","Soledad",0.0858058047579631,0.0858058047579631,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"71","Atherinops affinis","Southeast_Anchorage",0.801628125761268,0.801628125761268,24,9.8488578017961,"Both.Detected","Matching",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"72","Atherinops affinis","Water_Canyon",0.348945879846468,0.348945879846468,2,0,"Both.Detected","Matching",7.95373832327901,185.833333333333,"eDNA.Detected","BRUV.Detected"
"73","Heterostichus rostratus","Bechers",0.315931484797855,0.315931484797855,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"74","Heterostichus rostratus","Ben_Weston",0.280555650903839,0.280555650903839,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"75","Heterostichus rostratus","China_Camp",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"76","Heterostichus rostratus","Christy",0,0,0,0,"Both.Missed","Matching",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"77","Heterostichus rostratus","Coches",0.335281065251498,0.335281065251498,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"78","Heterostichus rostratus","Cuylers_Harbor",0.252631533938669,0.252631533938669,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"79","Heterostichus rostratus","Dangermond",0.311898142557227,0.311898142557227,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"80","Heterostichus rostratus","Emerald_Bay",0.208116278678714,0.208116278678714,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"81","Heterostichus rostratus","Ford_Pt",0.561498531494468,0.561498531494468,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"82","Heterostichus rostratus","Forney",0.989043163995447,0.989043163995447,1,0,"Both.Detected","Matching",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"83","Heterostichus rostratus","Little_Harbor",0.935366855926808,0.935366855926808,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"84","Heterostichus rostratus","R_Beach",0.687274138147926,0.687274138147926,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"85","Heterostichus rostratus","Sandy_Point",0.382211392345416,0.382211392345416,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"86","Heterostichus rostratus","Santa_Claus",0.545452428419674,0.545452428419674,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"87","Heterostichus rostratus","Santa_Monica",0.0714618853784428,0.0714618853784428,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"88","Heterostichus rostratus","Soledad",0.319833293875147,0.319833293875147,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"89","Heterostichus rostratus","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"90","Heterostichus rostratus","Water_Canyon",0.506022847599054,0.506022847599054,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",7.70257869331018,1,"eDNA.Detected","BRUV.Detected"
"91","Trachurus symmetricus","Bechers",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"92","Trachurus symmetricus","Ben_Weston",0,0,0,0,"Both.Missed","Matching",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"93","Trachurus symmetricus","China_Camp",0,0,0,0,"Both.Missed","Matching",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"94","Trachurus symmetricus","Christy",0,0,0,0,"Both.Missed","Matching",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"95","Trachurus symmetricus","Coches",0.670644322379933,0.670644322379933,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"96","Trachurus symmetricus","Cuylers_Harbor",0.894951816083988,0.894951816083988,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"97","Trachurus symmetricus","Dangermond",0.666289958346505,0.666289958346505,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"98","Trachurus symmetricus","Emerald_Bay",0.993292153839743,0.993292153839743,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"99","Trachurus symmetricus","Ford_Pt",0,0,0,0,"Both.Missed","Matching",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"100","Trachurus symmetricus","Forney",0.120464941985218,0.120464941985218,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"101","Trachurus symmetricus","Little_Harbor",0.160903278440803,0.160903278440803,3,0,"Both.Detected","Matching",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"102","Trachurus symmetricus","R_Beach",0.0120226807358865,0.0120226807358865,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"103","Trachurus symmetricus","Sandy_Point",0,0,0,0,"Both.Missed","Matching",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"104","Trachurus symmetricus","Santa_Claus",0.49459652030753,0.49459652030753,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"105","Trachurus symmetricus","Santa_Monica",0,0,0,0,"Both.Missed","Matching",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"106","Trachurus symmetricus","Soledad",0,0,0,0,"Both.Missed","Matching",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"107","Trachurus symmetricus","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"108","Trachurus symmetricus","Water_Canyon",0.515553655154861,0.515553655154861,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.52871932727447,3,"eDNA.Detected","BRUV.Detected"
"109","Girella nigricans","Bechers",0.0696305065517637,0.0696305065517637,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"110","Girella nigricans","Ben_Weston",0.0659086694993729,0.0659086694993729,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"111","Girella nigricans","China_Camp",0.48679004006759,0.48679004006759,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"112","Girella nigricans","Christy",0.036608991286266,0.036608991286266,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"113","Girella nigricans","Coches",0.548950849438209,0.548950849438209,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"114","Girella nigricans","Cuylers_Harbor",0.171305693594656,0.171305693594656,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"115","Girella nigricans","Dangermond",0.195689073424014,0.195689073424014,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"116","Girella nigricans","Emerald_Bay",0.332260891279587,0.332260891279587,4,4.24264068711928,"Both.Detected","Matching",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"117","Girella nigricans","Ford_Pt",0.549320784017716,0.549320784017716,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"118","Girella nigricans","Forney",0.496422051598446,0.496422051598446,2,0,"Both.Detected","Matching",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"119","Girella nigricans","Little_Harbor",0.314082441416555,0.314082441416555,4,4.24264068711928,"Both.Detected","Matching",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"120","Girella nigricans","R_Beach",0.118061142639483,0.118061142639483,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"121","Girella nigricans","Sandy_Point",0.101372415484954,0.101372415484954,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"122","Girella nigricans","Santa_Claus",0,0,0,0,"Both.Missed","Matching",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"123","Girella nigricans","Santa_Monica",0,0,0,0,"Both.Missed","Matching",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"124","Girella nigricans","Soledad",0,0,0,0,"Both.Missed","Matching",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"125","Girella nigricans","Southeast_Anchorage",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"126","Girella nigricans","Water_Canyon",0.117657917494902,0.117657917494902,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.60406146779351,10,"eDNA.Detected","BRUV.Detected"
"127","Medialuna californiensis","Bechers",0.815747629145818,0.815747629145818,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"128","Medialuna californiensis","Ben_Weston",0.639446804881324,0.639446804881324,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"129","Medialuna californiensis","China_Camp",0,0,0,0,"Both.Missed","Matching",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"130","Medialuna californiensis","Christy",0,0,0,0,"Both.Missed","Matching",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"131","Medialuna californiensis","Coches",0.521278467399629,0.521278467399629,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"132","Medialuna californiensis","Cuylers_Harbor",0,0,0,0,"Both.Missed","Matching",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"133","Medialuna californiensis","Dangermond",0,0,0,0,"Both.Missed","Matching",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"134","Medialuna californiensis","Emerald_Bay",0.319000301777675,0.319000301777675,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"135","Medialuna californiensis","Ford_Pt",0.310528836319769,0.310528836319769,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"136","Medialuna californiensis","Forney",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"137","Medialuna californiensis","Little_Harbor",0.218374707143521,0.218374707143521,1,0,"Both.Detected","Matching",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"138","Medialuna californiensis","R_Beach",0.0703604097660516,0.0703604097660516,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"139","Medialuna californiensis","Sandy_Point",0.0111621219580269,0.0111621219580269,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"140","Medialuna californiensis","Santa_Claus",0,0,0,0,"Both.Missed","Matching",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"141","Medialuna californiensis","Santa_Monica",0,0,0,0,"Both.Missed","Matching",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"142","Medialuna californiensis","Soledad",0,0,0,0,"Both.Missed","Matching",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"143","Medialuna californiensis","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"144","Medialuna californiensis","Water_Canyon",0,0,0,0,"Both.Missed","Matching",3.90589927839182,1,"eDNA.Detected","BRUV.Detected"
"145","Engraulis mordax","Bechers",0.118872952128563,0.118872952128563,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
"146","Engraulis mordax","Ben_Weston",0.143531203311552,0.143531203311552,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
"147","Engraulis mordax","China_Camp",0.201818762588001,0.201818762588001,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
"148","Engraulis mordax","Christy",0.481370275740934,0.481370275740934,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
"149","Engraulis mordax","Coches",0.664992264609233,0.664992264609233,9,8.48528137423857,"Both.Detected","Matching",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
"150","Engraulis mordax","Cuylers_Harbor",0.365653287572586,0.365653287572586,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
"151","Engraulis mordax","Dangermond",0.229221530291417,0.229221530291417,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
"152","Engraulis mordax","Emerald_Bay",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
"153","Engraulis mordax","Ford_Pt",0,0,0,0,"Both.Missed","Matching",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
"154","Engraulis mordax","Forney",0.957266606853846,0.957266606853846,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
"155","Engraulis mordax","Little_Harbor",0.117603000613909,0.117603000613909,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
"156","Engraulis mordax","R_Beach",0.707424622771039,0.707424622771039,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
"157","Engraulis mordax","Sandy_Point",0,0,0,0,"Both.Missed","Matching",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
"158","Engraulis mordax","Santa_Claus",0.382314513967867,0.382314513967867,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.3461358580438,9,"eDNA.Detected","BRUV.Detected"
